name,date,status,note,association
מ.כ 2.2,2026-05-03,activity,,מחלקה 2
מ.כ 2.2,2026-05-04,activity,,מחלקה 2
מ.כ 2.2,2026-05-05,activity,,מחלקה 2
מ.כ 2.2,2026-05-06,activity,,מחלקה 2
מ.כ 2.2,2026-05-07,activity,,מחלקה 2
מ.כ 2.2,2026-05-08,activity,,מחלקה 2
מ.כ 2.2,2026-05-09,activity,ביקורת ציוד,מחלקה 2
מ.כ 2.2,2026-05-10,switch-home,,מחלקה 2
מ.כ 2.2,2026-05-11,home,,מחלקה 2
מ.כ 2.2,2026-05-12,home,,מחלקה 2
מ.כ 2.2,2026-05-13,home,,מחלקה 2
מ.כ 2.2,2026-05-14,home,ביקורת ציוד,מחלקה 2
מ.כ 2.2,2026-05-15,home,,מחלקה 2
מ.כ 2.2,2026-05-16,home,,מחלקה 2
מ.כ 2.2,2026-05-17,home,,מחלקה 2
מ.כ 2.2,2026-05-18,home,,מחלקה 2
מ.כ 2.2,2026-05-19,switch-base,,מחלקה 2
מ.כ 2.2,2026-05-20,activity,תדריך,מחלקה 2
מ.כ 2.2,2026-05-21,activity,,מחלקה 2
מ.כ 2.2,2026-05-22,activity,,מחלקה 2
מ.כ 2.2,2026-05-23,activity,,מחלקה 2
מ.כ 2.2,2026-05-24,activity,,מחלקה 2
מ.כ 2.2,2026-05-25,activity,,מחלקה 2
מ.כ 2.2,2026-05-26,activity,,מחלקה 2
מ.כ 2.2,2026-05-27,activity,,מחלקה 2
מ.כ 2.2,2026-05-28,activity,,מחלקה 2
מ.כ 2.2,2026-05-29,activity,אבטחה,מחלקה 2
מ.כ 2.2,2026-05-30,switch-home,,מחלקה 2
מ.כ 2.2,2026-05-31,home,,מחלקה 2
מ.כ 2.2,2026-06-01,home,,מחלקה 2
מ.כ 2.2,2026-06-02,home,,מחלקה 2
מ.כ 2.2,2026-06-03,home,,מחלקה 2
מ.כ 2.2,2026-06-04,home,,מחלקה 2
מ.כ 2.2,2026-06-05,home,,מחלקה 2
מ.כ 2.2,2026-06-06,home,,מחלקה 2
מ.כ 2.2,2026-06-07,home,,מחלקה 2
מ.כ 2.2,2026-06-08,switch-base,דו״ח,מחלקה 2
מ.כ 2.2,2026-06-09,activity,,מחלקה 2
מ.כ 2.2,2026-06-10,activity,,מחלקה 2
מ.כ 2.2,2026-06-11,activity,,מחלקה 2
מ.כ 2.2,2026-06-12,activity,,מחלקה 2
מ.כ 2.2,2026-06-13,activity,,מחלקה 2
מ.כ 2.2,2026-06-14,activity,,מחלקה 2
מ.כ 2.2,2026-06-15,activity,,מחלקה 2
מ.כ 2.2,2026-06-16,activity,,מחלקה 2
מ.כ 2.2,2026-06-17,activity,,מחלקה 2
מ.כ 2.2,2026-06-18,activity,,מחלקה 2
מ.כ 2.3,2026-04-26,activity,,מחלקה 2
מ.כ 2.3,2026-04-27,activity,,מחלקה 2
מ.כ 2.3,2026-04-28,activity,,מחלקה 2
מ.כ 2.3,2026-04-29,activity,אימון ירי,מחלקה 2
מ.כ 2.3,2026-04-30,activity,,מחלקה 2
מ.כ 2.3,2026-05-01,activity,,מחלקה 2
מ.כ 2.3,2026-05-02,activity,,מחלקה 2
מ.כ 2.3,2026-05-03,activity,,מחלקה 2
מ.כ 2.3,2026-05-04,activity,,מחלקה 2
מ.כ 2.3,2026-05-05,activity,,מחלקה 2
מ.כ 2.3,2026-05-06,activity,,מחלקה 2
מ.כ 2.3,2026-05-07,activity,,מחלקה 2
מ.כ 2.3,2026-05-08,activity,,מחלקה 2
מ.כ 2.3,2026-05-09,activity,,מחלקה 2
מ.כ 2.3,2026-05-10,switch-home,,מחלקה 2
מ.כ 2.3,2026-05-11,home,,מחלקה 2
מ.כ 2.3,2026-05-12,home,,מחלקה 2
מ.כ 2.3,2026-05-13,home,,מחלקה 2
מ.כ 2.3,2026-05-14,home,שמירה,מחלקה 2
מ.כ 2.3,2026-05-15,home,,מחלקה 2
מ.כ 2.3,2026-05-16,home,,מחלקה 2
מ.כ 2.3,2026-05-17,home,,מחלקה 2
מ.כ 2.3,2026-05-18,home,,מחלקה 2
מ.כ 2.3,2026-05-19,switch-base,,מחלקה 2
מ.כ 2.3,2026-05-20,activity,,מחלקה 2
מ.כ 2.3,2026-05-21,activity,,מחלקה 2
מ.כ 2.3,2026-05-22,activity,,מחלקה 2
מ.כ 2.3,2026-05-23,activity,,מחלקה 2
מ.כ 2.3,2026-05-24,activity,,מחלקה 2
מ.כ 2.3,2026-05-25,activity,,מחלקה 2
מ.כ 2.3,2026-05-26,activity,,מחלקה 2
מ.כ 2.3,2026-05-27,activity,,מחלקה 2
מ.כ 2.3,2026-05-28,activity,,מחלקה 2
מ.כ 2.3,2026-05-29,activity,,מחלקה 2
מ.כ 2.3,2026-05-30,switch-home,,מחלקה 2
מ.כ 2.3,2026-05-31,home,,מחלקה 2
מ.כ 2.3,2026-06-01,home,,מחלקה 2
מ.כ 2.3,2026-06-02,home,,מחלקה 2
מ.כ 2.3,2026-06-03,home,,מחלקה 2
מ.כ 2.3,2026-06-04,home,,מחלקה 2
מ.כ 2.3,2026-06-05,home,,מחלקה 2
מ.כ 2.3,2026-06-06,home,,מחלקה 2
מ.כ 2.3,2026-06-07,home,,מחלקה 2
מ.כ 2.3,2026-06-08,switch-base,,מחלקה 2
מ.כ 2.3,2026-06-09,activity,,מחלקה 2
מ.כ 2.3,2026-06-10,activity,,מחלקה 2
מ.כ 2.3,2026-06-11,activity,,מחלקה 2
מ.כ 2.3,2026-06-12,activity,,מחלקה 2
מ.כ 2.3,2026-06-13,activity,,מחלקה 2
מ.כ 2.3,2026-06-14,activity,,מחלקה 2
מ.כ 2.3,2026-06-15,activity,,מחלקה 2
מ.כ 2.3,2026-06-16,activity,,מחלקה 2
מ.כ 2.3,2026-06-17,activity,,מחלקה 2
מ.כ 2.3,2026-06-18,activity,תדריך,מחלקה 2
נהג 2.4,2026-04-26,activity,,מחלקה 2
נהג 2.4,2026-04-27,activity,,מחלקה 2
נהג 2.4,2026-04-28,activity,,מחלקה 2
נהג 2.4,2026-04-29,activity,,מחלקה 2
נהג 2.4,2026-04-30,activity,,מחלקה 2
נהג 2.4,2026-05-01,activity,,מחלקה 2
נהג 2.4,2026-05-02,activity,,מחלקה 2
נהג 2.4,2026-05-03,activity,,מחלקה 2
נהג 2.4,2026-05-04,activity,,מחלקה 2
נהג 2.4,2026-05-05,activity,,מחלקה 2
נהג 2.4,2026-05-06,activity,,מחלקה 2
נהג 2.4,2026-05-07,activity,,מחלקה 2
נהג 2.4,2026-05-08,activity,,מחלקה 2
נהג 2.4,2026-05-09,activity,,מחלקה 2
נהג 2.4,2026-05-10,switch-home,,מחלקה 2
נהג 2.4,2026-05-11,home,,מחלקה 2
נהג 2.4,2026-05-12,home,,מחלקה 2
נהג 2.4,2026-05-13,home,,מחלקה 2
נהג 2.4,2026-05-14,home,,מחלקה 2
נהג 2.4,2026-05-15,home,אימון ירי,מחלקה 2
נהג 2.4,2026-05-16,home,,מחלקה 2
נהג 2.4,2026-05-17,home,,מחלקה 2
נהג 2.4,2026-05-18,home,,מחלקה 2
נהג 2.4,2026-05-19,switch-base,,מחלקה 2
נהג 2.4,2026-05-20,activity,דו״ח,מחלקה 2
נהג 2.4,2026-05-21,activity,,מחלקה 2
נהג 2.4,2026-05-22,activity,,מחלקה 2
נהג 2.4,2026-05-23,activity,,מחלקה 2
נהג 2.4,2026-05-24,activity,,מחלקה 2
נהג 2.4,2026-05-25,activity,,מחלקה 2
נהג 2.4,2026-05-26,activity,הכשרה,מחלקה 2
נהג 2.4,2026-05-27,activity,,מחלקה 2
נהג 2.4,2026-05-28,activity,,מחלקה 2
נהג 2.4,2026-05-29,activity,,מחלקה 2
נהג 2.4,2026-05-30,switch-home,,מחלקה 2
נהג 2.4,2026-05-31,home,דו״ח,מחלקה 2
נהג 2.4,2026-06-01,home,אבטחה,מחלקה 2
נהג 2.4,2026-06-02,home,,מחלקה 2
נהג 2.4,2026-06-03,home,,מחלקה 2
נהג 2.4,2026-06-04,home,,מחלקה 2
נהג 2.4,2026-06-05,home,,מחלקה 2
נהג 2.4,2026-06-06,home,דו״ח,מחלקה 2
נהג 2.4,2026-06-07,home,,מחלקה 2
נהג 2.4,2026-06-08,switch-base,,מחלקה 2
נהג 2.4,2026-06-09,activity,,מחלקה 2
נהג 2.4,2026-06-10,activity,,מחלקה 2
נהג 2.4,2026-06-11,activity,,מחלקה 2
נהג 2.4,2026-06-12,activity,,מחלקה 2
נהג 2.4,2026-06-13,activity,,מחלקה 2
נהג 2.4,2026-06-14,activity,,מחלקה 2
נהג 2.4,2026-06-15,activity,,מחלקה 2
נהג 2.4,2026-06-16,activity,,מחלקה 2
נהג 2.4,2026-06-17,activity,,מחלקה 2
נהג 2.4,2026-06-18,activity,,מחלקה 2
נהג 2.5,2026-04-26,activity,,מחלקה 2
נהג 2.5,2026-04-27,activity,,מחלקה 2
נהג 2.5,2026-04-28,activity,,מחלקה 2
נהג 2.5,2026-04-29,activity,,מחלקה 2
נהג 2.5,2026-04-30,activity,,מחלקה 2
נהג 2.5,2026-05-01,activity,,מחלקה 2
נהג 2.5,2026-05-02,activity,,מחלקה 2
נהג 2.5,2026-05-03,activity,,מחלקה 2
נהג 2.5,2026-05-04,activity,,מחלקה 2
נהג 2.5,2026-05-05,activity,,מחלקה 2
נהג 2.5,2026-05-06,activity,,מחלקה 2
נהג 2.5,2026-05-07,activity,שמירה,מחלקה 2
נהג 2.5,2026-05-08,activity,,מחלקה 2
נהג 2.5,2026-05-09,activity,,מחלקה 2
נהג 2.5,2026-05-10,switch-home,,מחלקה 2
נהג 2.5,2026-05-11,home,,מחלקה 2
נהג 2.5,2026-05-12,home,,מחלקה 2
נהג 2.5,2026-05-13,home,,מחלקה 2
נהג 2.5,2026-05-14,home,,מחלקה 2
נהג 2.5,2026-05-15,home,,מחלקה 2
נהג 2.5,2026-05-16,home,,מחלקה 2
נהג 2.5,2026-05-17,home,,מחלקה 2
נהג 2.5,2026-05-18,home,הכשרה,מחלקה 2
נהג 2.5,2026-05-19,switch-base,,מחלקה 2
נהג 2.5,2026-05-20,activity,סריקות,מחלקה 2
נהג 2.5,2026-05-21,activity,,מחלקה 2
נהג 2.5,2026-05-22,activity,,מחלקה 2
נהג 2.5,2026-05-23,activity,,מחלקה 2
נהג 2.5,2026-05-24,activity,,מחלקה 2
נהג 2.5,2026-05-25,activity,,מחלקה 2
נהג 2.5,2026-05-26,activity,,מחלקה 2
נהג 2.5,2026-05-27,activity,,מחלקה 2
נהג 2.5,2026-05-28,activity,,מחלקה 2
נהג 2.5,2026-05-29,activity,הכשרה,מחלקה 2
נהג 2.5,2026-05-30,switch-home,,מחלקה 2
נהג 2.5,2026-05-31,home,,מחלקה 2
נהג 2.5,2026-06-01,home,,מחלקה 2
נהג 2.5,2026-06-02,home,,מחלקה 2
נהג 2.5,2026-06-03,home,,מחלקה 2
נהג 2.5,2026-06-04,home,תחזוקה,מחלקה 2
נהג 2.5,2026-06-05,home,,מחלקה 2
נהג 2.5,2026-06-06,home,,מחלקה 2
נהג 2.5,2026-06-07,home,,מחלקה 2
נהג 2.5,2026-06-08,switch-base,,מחלקה 2
נהג 2.5,2026-06-09,activity,,מחלקה 2
נהג 2.5,2026-06-10,activity,,מחלקה 2
נהג 2.5,2026-06-11,activity,,מחלקה 2
נהג 2.5,2026-06-12,activity,,מחלקה 2
נהג 2.5,2026-06-13,activity,,מחלקה 2
נהג 2.5,2026-06-14,activity,,מחלקה 2
נהג 2.5,2026-06-15,activity,,מחלקה 2
נהג 2.5,2026-06-16,activity,,מחלקה 2
נהג 2.5,2026-06-17,activity,,מחלקה 2
נהג 2.5,2026-06-18,activity,,מחלקה 2
נהג 2.6,2026-04-26,activity,,מחלקה 2
נהג 2.6,2026-04-27,activity,,מחלקה 2
נהג 2.6,2026-04-28,activity,,מחלקה 2
נהג 2.6,2026-04-29,activity,,מחלקה 2
נהג 2.6,2026-04-30,activity,,מחלקה 2
נהג 2.6,2026-05-01,activity,,מחלקה 2
נהג 2.6,2026-05-02,activity,,מחלקה 2
נהג 2.6,2026-05-03,activity,,מחלקה 2
נהג 2.6,2026-05-04,activity,,מחלקה 2
נהג 2.6,2026-05-05,activity,,מחלקה 2
נהג 2.6,2026-05-06,activity,,מחלקה 2
נהג 2.6,2026-05-07,activity,,מחלקה 2
נהג 2.6,2026-05-08,activity,,מחלקה 2
נהג 2.6,2026-05-09,activity,,מחלקה 2
נהג 2.6,2026-05-10,switch-home,,מחלקה 2
נהג 2.6,2026-05-11,home,אימון ירי,מחלקה 2
נהג 2.6,2026-05-12,home,,מחלקה 2
נהג 2.6,2026-05-13,home,,מחלקה 2
נהג 2.6,2026-05-14,home,,מחלקה 2
נהג 2.6,2026-05-15,home,,מחלקה 2
נהג 2.6,2026-05-16,home,,מחלקה 2
נהג 2.6,2026-05-17,home,,מחלקה 2
נהג 2.6,2026-05-18,home,,מחלקה 2
נהג 2.6,2026-05-19,switch-base,,מחלקה 2
נהג 2.6,2026-05-20,activity,,מחלקה 2
נהג 2.6,2026-05-21,activity,,מחלקה 2
נהג 2.6,2026-05-22,activity,,מחלקה 2
נהג 2.6,2026-05-23,activity,,מחלקה 2
נהג 2.6,2026-05-24,activity,,מחלקה 2
נהג 2.6,2026-05-25,activity,,מחלקה 2
נהג 2.6,2026-05-26,activity,,מחלקה 2
נהג 2.6,2026-05-27,activity,,מחלקה 2
נהג 2.6,2026-05-28,activity,,מחלקה 2
נהג 2.6,2026-05-29,activity,אבטחה,מחלקה 2
נהג 2.6,2026-05-30,switch-home,סריקות,מחלקה 2
נהג 2.6,2026-05-31,home,,מחלקה 2
נהג 2.6,2026-06-01,home,,מחלקה 2
נהג 2.6,2026-06-02,home,,מחלקה 2
נהג 2.6,2026-06-03,home,,מחלקה 2
נהג 2.6,2026-06-04,home,,מחלקה 2
נהג 2.6,2026-06-05,home,,מחלקה 2
נהג 2.6,2026-06-06,home,,מחלקה 2
נהג 2.6,2026-06-07,home,,מחלקה 2
נהג 2.6,2026-06-08,switch-base,,מחלקה 2
נהג 2.6,2026-06-09,activity,,מחלקה 2
נהג 2.6,2026-06-10,activity,,מחלקה 2
נהג 2.6,2026-06-11,activity,,מחלקה 2
נהג 2.6,2026-06-12,activity,,מחלקה 2
נהג 2.6,2026-06-13,activity,,מחלקה 2
נהג 2.6,2026-06-14,activity,,מחלקה 2
נהג 2.6,2026-06-15,activity,,מחלקה 2
נהג 2.6,2026-06-16,activity,,מחלקה 2
נהג 2.6,2026-06-17,activity,,מחלקה 2
נהג 2.6,2026-06-18,activity,,מחלקה 2
חייל 2.7,2026-04-26,activity,,מחלקה 2
חייל 2.7,2026-04-27,activity,,מחלקה 2
חייל 2.7,2026-04-28,activity,הכשרה,מחלקה 2
חייל 2.7,2026-04-29,activity,,מחלקה 2
חייל 2.7,2026-04-30,activity,,מחלקה 2
חייל 2.7,2026-05-01,activity,,מחלקה 2
חייל 2.7,2026-05-02,activity,,מחלקה 2
חייל 2.7,2026-05-03,activity,,מחלקה 2
חייל 2.7,2026-05-04,activity,,מחלקה 2
חייל 2.7,2026-05-05,activity,דו״ח,מחלקה 2
חייל 2.7,2026-05-06,activity,ביקורת ציוד,מחלקה 2
חייל 2.7,2026-05-07,activity,,מחלקה 2
חייל 2.7,2026-05-08,activity,,מחלקה 2
חייל 2.7,2026-05-09,activity,,מחלקה 2
חייל 2.7,2026-05-10,switch-home,,מחלקה 2
חייל 2.7,2026-05-11,home,,מחלקה 2
חייל 2.7,2026-05-12,home,,מחלקה 2
חייל 2.7,2026-05-13,home,,מחלקה 2
חייל 2.7,2026-05-14,home,,מחלקה 2
חייל 2.7,2026-05-15,home,,מחלקה 2
חייל 2.7,2026-05-16,home,,מחלקה 2
חייל 2.7,2026-05-17,home,,מחלקה 2
חייל 2.7,2026-05-18,home,,מחלקה 2
חייל 2.7,2026-05-19,switch-base,,מחלקה 2
חייל 2.7,2026-05-20,activity,,מחלקה 2
חייל 2.7,2026-05-21,activity,,מחלקה 2
חייל 2.7,2026-05-22,activity,,מחלקה 2
חייל 2.7,2026-05-23,activity,,מחלקה 2
חייל 2.7,2026-05-24,activity,,מחלקה 2
חייל 2.7,2026-05-25,activity,הכשרה,מחלקה 2
חייל 2.7,2026-05-26,activity,,מחלקה 2
חייל 2.7,2026-05-27,activity,,מחלקה 2
חייל 2.7,2026-05-28,activity,,מחלקה 2
חייל 2.7,2026-05-29,activity,,מחלקה 2
חייל 2.7,2026-05-30,switch-home,,מחלקה 2
חייל 2.7,2026-05-31,home,,מחלקה 2
חייל 2.7,2026-06-01,home,,מחלקה 2
חייל 2.7,2026-06-02,home,,מחלקה 2
חייל 2.7,2026-06-03,home,דו״ח,מחלקה 2
חייל 2.7,2026-06-04,home,,מחלקה 2
חייל 2.7,2026-06-05,home,,מחלקה 2
חייל 2.7,2026-06-06,home,,מחלקה 2
חייל 2.7,2026-06-07,home,,מחלקה 2
חייל 2.7,2026-06-08,switch-base,,מחלקה 2
חייל 2.7,2026-06-09,activity,,מחלקה 2
חייל 2.7,2026-06-10,activity,הכשרה,מחלקה 2
חייל 2.7,2026-06-11,activity,,מחלקה 2
חייל 2.7,2026-06-12,activity,,מחלקה 2
חייל 2.7,2026-06-13,activity,,מחלקה 2
חייל 2.7,2026-06-14,activity,,מחלקה 2
חייל 2.7,2026-06-15,activity,,מחלקה 2
חייל 2.7,2026-06-16,activity,,מחלקה 2
חייל 2.7,2026-06-17,activity,,מחלקה 2
חייל 2.7,2026-06-18,activity,,מחלקה 2
חייל 2.8,2026-04-26,activity,,מחלקה 2
חייל 2.8,2026-04-27,activity,,מחלקה 2
חייל 2.8,2026-04-28,activity,תחזוקה,מחלקה 2
חייל 2.8,2026-04-29,activity,,מחלקה 2
חייל 2.8,2026-04-30,activity,,מחלקה 2
חייל 2.8,2026-05-01,activity,,מחלקה 2
חייל 2.8,2026-05-02,activity,,מחלקה 2
חייל 2.8,2026-05-03,activity,,מחלקה 2
חייל 2.8,2026-05-04,activity,,מחלקה 2
חייל 2.8,2026-05-05,activity,,מחלקה 2
חייל 2.8,2026-05-06,activity,,מחלקה 2
חייל 2.8,2026-05-07,activity,,מחלקה 2
חייל 2.8,2026-05-08,activity,ביקורת ציוד,מחלקה 2
חייל 2.8,2026-05-09,activity,,מחלקה 2
חייל 2.8,2026-05-10,switch-home,,מחלקה 2
חייל 2.8,2026-05-11,home,,מחלקה 2
חייל 2.8,2026-05-12,home,,מחלקה 2
חייל 2.8,2026-05-13,home,,מחלקה 2
חייל 2.8,2026-05-14,home,,מחלקה 2
חייל 2.8,2026-05-15,home,,מחלקה 2
חייל 2.8,2026-05-16,home,,מחלקה 2
חייל 2.8,2026-05-17,home,,מחלקה 2
חייל 2.8,2026-05-18,home,דו״ח,מחלקה 2
חייל 2.8,2026-05-19,switch-base,,מחלקה 2
חייל 2.8,2026-05-20,activity,,מחלקה 2
חייל 2.8,2026-05-21,activity,,מחלקה 2
חייל 2.8,2026-05-22,activity,,מחלקה 2
חייל 2.8,2026-05-23,activity,,מחלקה 2
חייל 2.8,2026-05-24,activity,,מחלקה 2
חייל 2.8,2026-05-25,activity,,מחלקה 2
חייל 2.8,2026-05-26,activity,,מחלקה 2
חייל 2.8,2026-05-27,activity,,מחלקה 2
חייל 2.8,2026-05-28,activity,הכשרה,מחלקה 2
חייל 2.8,2026-05-29,activity,,מחלקה 2
חייל 2.8,2026-05-30,switch-home,,מחלקה 2
חייל 2.8,2026-05-31,home,,מחלקה 2
חייל 2.8,2026-06-01,home,,מחלקה 2
חייל 2.8,2026-06-02,home,,מחלקה 2
חייל 2.8,2026-06-03,home,,מחלקה 2
חייל 2.8,2026-06-04,home,סריקות,מחלקה 2
חייל 2.8,2026-06-05,home,דו״ח,מחלקה 2
חייל 2.8,2026-06-06,home,,מחלקה 2
חייל 2.8,2026-06-07,home,,מחלקה 2
חייל 2.8,2026-06-08,switch-base,,מחלקה 2
חייל 2.8,2026-06-09,activity,,מחלקה 2
חייל 2.8,2026-06-10,activity,,מחלקה 2
חייל 2.8,2026-06-11,activity,,מחלקה 2
חייל 2.8,2026-06-12,activity,סריקות,מחלקה 2
חייל 2.8,2026-06-13,activity,,מחלקה 2
חייל 2.8,2026-06-14,activity,,מחלקה 2
חייל 2.8,2026-06-15,activity,,מחלקה 2
חייל 2.8,2026-06-16,activity,,מחלקה 2
חייל 2.8,2026-06-17,activity,,מחלקה 2
חייל 2.8,2026-06-18,activity,,מחלקה 2
חייל 2.9,2026-04-26,activity,,מחלקה 2
חייל 2.9,2026-04-27,activity,,מחלקה 2
חייל 2.9,2026-04-28,activity,,מחלקה 2
חייל 2.9,2026-04-29,activity,תחזוקה,מחלקה 2
חייל 2.9,2026-04-30,activity,,מחלקה 2
חייל 2.9,2026-05-01,activity,,מחלקה 2
חייל 2.9,2026-05-02,activity,תדריך,מחלקה 2
חייל 2.9,2026-05-03,activity,,מחלקה 2
חייל 2.9,2026-05-04,activity,,מחלקה 2
חייל 2.9,2026-05-05,activity,,מחלקה 2
חייל 2.9,2026-05-06,activity,,מחלקה 2
חייל 2.9,2026-05-07,activity,,מחלקה 2
חייל 2.9,2026-05-08,activity,,מחלקה 2
חייל 2.9,2026-05-09,activity,,מחלקה 2
חייל 2.9,2026-05-10,switch-home,ביקורת ציוד,מחלקה 2
חייל 2.9,2026-05-11,home,,מחלקה 2
חייל 2.9,2026-05-12,home,,מחלקה 2
חייל 2.9,2026-05-13,home,שמירה,מחלקה 2
חייל 2.9,2026-05-14,home,,מחלקה 2
חייל 2.9,2026-05-15,home,,מחלקה 2
חייל 2.9,2026-05-16,home,,מחלקה 2
חייל 2.9,2026-05-17,home,דו״ח,מחלקה 2
חייל 2.9,2026-05-18,home,,מחלקה 2
חייל 2.9,2026-05-19,switch-base,,מחלקה 2
חייל 2.9,2026-05-20,activity,,מחלקה 2
חייל 2.9,2026-05-21,activity,,מחלקה 2
חייל 2.9,2026-05-22,activity,,מחלקה 2
חייל 2.9,2026-05-23,activity,,מחלקה 2
חייל 2.9,2026-05-24,activity,,מחלקה 2
חייל 2.9,2026-05-25,activity,,מחלקה 2
חייל 2.9,2026-05-26,activity,,מחלקה 2
חייל 2.9,2026-05-27,activity,,מחלקה 2
חייל 2.9,2026-05-28,activity,,מחלקה 2
חייל 2.9,2026-05-29,activity,,מחלקה 2
חייל 2.9,2026-05-30,switch-home,,מחלקה 2
חייל 2.9,2026-05-31,home,,מחלקה 2
חייל 2.9,2026-06-01,home,,מחלקה 2
חייל 2.9,2026-06-02,home,,מחלקה 2
חייל 2.9,2026-06-03,home,אימון ירי,מחלקה 2
חייל 2.9,2026-06-04,home,,מחלקה 2
חייל 2.9,2026-06-05,home,,מחלקה 2
חייל 2.9,2026-06-06,home,,מחלקה 2
חייל 2.9,2026-06-07,home,,מחלקה 2
חייל 2.9,2026-06-08,switch-base,,מחלקה 2
חייל 2.9,2026-06-09,activity,,מחלקה 2
חייל 2.9,2026-06-10,activity,,מחלקה 2
חייל 2.9,2026-06-11,activity,,מחלקה 2
חייל 2.9,2026-06-12,activity,,מחלקה 2
חייל 2.9,2026-06-13,activity,,מחלקה 2
חייל 2.9,2026-06-14,activity,,מחלקה 2
חייל 2.9,2026-06-15,activity,,מחלקה 2
חייל 2.9,2026-06-16,activity,,מחלקה 2
חייל 2.9,2026-06-17,activity,,מחלקה 2
חייל 2.9,2026-06-18,activity,,מחלקה 2
חייל 2.10,2026-04-26,activity,תדריך,מחלקה 2
חייל 2.10,2026-04-27,activity,,מחלקה 2
חייל 2.10,2026-04-28,activity,,מחלקה 2
חייל 2.10,2026-04-29,activity,,מחלקה 2
חייל 2.10,2026-04-30,activity,,מחלקה 2
חייל 2.10,2026-05-01,activity,,מחלקה 2
חייל 2.10,2026-05-02,activity,,מחלקה 2
חייל 2.10,2026-05-03,activity,,מחלקה 2
חייל 2.10,2026-05-04,activity,,מחלקה 2
חייל 2.10,2026-05-05,activity,,מחלקה 2
חייל 2.10,2026-05-06,activity,,מחלקה 2
חייל 2.10,2026-05-07,activity,,מחלקה 2
חייל 2.10,2026-05-08,activity,,מחלקה 2
חייל 2.10,2026-05-09,activity,,מחלקה 2
חייל 2.10,2026-05-10,switch-home,,מחלקה 2
חייל 2.10,2026-05-11,home,,מחלקה 2
חייל 2.10,2026-05-12,home,,מחלקה 2
חייל 2.10,2026-05-13,home,,מחלקה 2
חייל 2.10,2026-05-14,home,,מחלקה 2
חייל 2.10,2026-05-15,home,,מחלקה 2
חייל 2.10,2026-05-16,home,,מחלקה 2
חייל 2.10,2026-05-17,home,,מחלקה 2
חייל 2.10,2026-05-18,home,,מחלקה 2
חייל 2.10,2026-05-19,switch-base,,מחלקה 2
חייל 2.10,2026-05-20,activity,שמירה,מחלקה 2
חייל 2.10,2026-05-21,activity,תרגיל,מחלקה 2
חייל 2.10,2026-05-22,activity,,מחלקה 2
חייל 2.10,2026-05-23,activity,,מחלקה 2
חייל 2.10,2026-05-24,activity,,מחלקה 2
חייל 2.10,2026-05-25,activity,,מחלקה 2
חייל 2.10,2026-05-26,activity,,מחלקה 2
חייל 2.10,2026-05-27,activity,תחזוקה,מחלקה 2
חייל 2.10,2026-05-28,activity,,מחלקה 2
חייל 2.10,2026-05-29,activity,,מחלקה 2
חייל 2.10,2026-05-30,switch-home,,מחלקה 2
חייל 2.10,2026-05-31,home,,מחלקה 2
חייל 2.10,2026-06-01,home,,מחלקה 2
חייל 2.10,2026-06-02,home,,מחלקה 2
חייל 2.10,2026-06-03,home,,מחלקה 2
חייל 2.10,2026-06-04,home,,מחלקה 2
חייל 2.10,2026-06-05,home,,מחלקה 2
חייל 2.10,2026-06-06,home,,מחלקה 2
חייל 2.10,2026-06-07,home,,מחלקה 2
חייל 2.10,2026-06-08,switch-base,,מחלקה 2
חייל 2.10,2026-06-09,activity,,מחלקה 2
חייל 2.10,2026-06-10,activity,,מחלקה 2
חייל 2.10,2026-06-11,activity,תדריך,מחלקה 2
חייל 2.10,2026-06-12,activity,,מחלקה 2
חייל 2.10,2026-06-13,activity,שמירה,מחלקה 2
חייל 2.10,2026-06-14,activity,דו״ח,מחלקה 2
חייל 2.10,2026-06-15,activity,,מחלקה 2
חייל 2.10,2026-06-16,activity,,מחלקה 2
חייל 2.10,2026-06-17,activity,תדריך,מחלקה 2
חייל 2.10,2026-06-18,activity,אבטחה,מחלקה 2
חייל 2.11,2026-04-26,activity,תדריך,מחלקה 2
חייל 2.11,2026-04-27,activity,,מחלקה 2
חייל 2.11,2026-04-28,activity,,מחלקה 2
חייל 2.11,2026-04-29,activity,,מחלקה 2
חייל 2.11,2026-04-30,activity,,מחלקה 2
חייל 2.11,2026-05-01,activity,,מחלקה 2
חייל 2.11,2026-05-02,activity,,מחלקה 2
חייל 2.11,2026-05-03,activity,,מחלקה 2
חייל 2.11,2026-05-04,activity,אימון ירי,מחלקה 2
חייל 2.11,2026-05-05,activity,,מחלקה 2
חייל 2.11,2026-05-06,activity,,מחלקה 2
חייל 2.11,2026-05-07,activity,,מחלקה 2
חייל 2.11,2026-05-08,activity,,מחלקה 2
חייל 2.11,2026-05-09,activity,שמירה,מחלקה 2
חייל 2.11,2026-05-10,switch-home,,מחלקה 2
חייל 2.11,2026-05-11,home,,מחלקה 2
חייל 2.11,2026-05-12,home,,מחלקה 2
חייל 2.11,2026-05-13,home,שמירה,מחלקה 2
חייל 2.11,2026-05-14,home,,מחלקה 2
חייל 2.11,2026-05-15,home,,מחלקה 2
חייל 2.11,2026-05-16,home,,מחלקה 2
חייל 2.11,2026-05-17,home,,מחלקה 2
חייל 2.11,2026-05-18,home,,מחלקה 2
חייל 2.11,2026-05-19,switch-base,,מחלקה 2
